id,name,loss_type,attack_time,attack_date,attack_lat,attack_lo,nationality,tonnage,complement,survivors,dead,commander,ship_name
66,U-66,Sunk,5.59.00 AM,6/30/1941,31,-26,British,5614,67,33,34,Richard Zapp,Saint Anselm
66,U-66,Sunk,10.42.00 AM,7/19/1941,19,-21.3,British,3433,37,16,21,Richard Zapp,Holmside
66,U-66,Sunk,11.10.00 PM,9/26/1941,,,Panamanian,7052,37,34,3,Richard Zapp,I.C. White
66,U-66,Sunk,8.33.00 AM,1/18/1942,35.57,-74.2,American,6635,35,13,22,Richard Zapp,Allan Jackson
66,U-66,Sunk,7.43.00 AM,1/19/1942,35,-72.3,Canadian,7988,322,71,251,Richard Zapp,Lady Hawkins
66,U-66,Sunk,12.39.00 PM,1/22/1942,36.01,-75.3,Panamanian,5335,35,0,35,Richard Zapp,Olympic
66,U-66,Sunk,2.40.00 AM,1/24/1942,35.06,-74.58,British,8139,51,2,49,Richard Zapp,Empire Gem
66,U-66,Sunk,2.40.00 AM,1/24/1942,34.5,-75.2,American,8017,41,24,17,Richard Zapp,Venore
66,U-66,Sunk,4.36.00 PM,4/14/1942,12.5,-60.3,Greek,2116,23,9,14,Richard Zapp,Korthion
66,U-66,Sunk,5.45.00 PM,4/16/1942,12,-62.45,Dutch,7329,40,38,2,Richard Zapp,Amsterdam
66,U-66,Sunk,5.23.00 AM,4/17/1942,11.55,-63.47,Panamanian,11020,44,44,0,Richard Zapp,Heinrich von Riedemann
66,U-66,Sunk,8.30.00 AM,4/26/1942,13.32,-67.57,American,5513,35,25,10,Richard Zapp,Alcoa Partner
66,U-66,Sunk,4.12.00 AM,4/29/1942,11.5,-62.5,Panamanian,10354,50,48,2,Richard Zapp,Harry G. Seidel
66,U-66,Sunk,10.53.00 PM,5/2/1942,11.42,-61.1,Norwegian,7624,37,34,3,Richard Zapp,Sandar
66,U-66,Damaged,10.23.00 AM,5/3/1942,11.18,-61.19,British,12502,55,55,0,Richard Zapp,Geo. W. McKnight
66,U-66,Sunk,8.42.00 PM,7/9/1942,26.47,-48.1,Yugoslavian,6363,43,19,24,Friedrich Markworth,Triglav
66,U-66,Sunk,8.15.00 AM,7/26/1942,11.34,-60.3,Brazilian,4942,52,48,4,Friedrich Markworth,Tamandaré
66,U-66,Sunk,12.40.00 AM,7/28/1942,11.29,-58.51,British,5150,67,66,1,Friedrich Markworth,Weirbank
66,U-66,Damaged,1.09.00 AM,8/2/1942,,,British,32,,,,Friedrich Markworth,HMS MTB-339
66,U-66,Damaged,1.09.00 AM,8/2/1942,,,British,32,,,,Friedrich Markworth,HMS MTB-342
66,U-66,Sunk,5.19.00 PM,8/6/1942,11,-57.3,Polish,766,18,15,3,Friedrich Markworth,Rozewie
66,U-66,Sunk,2.37.00 AM,8/29/1942,10.16,-51.3,American,5356,60,35,25,Friedrich Markworth,Topa Topa
66,U-66,Sunk,9.26.00 AM,8/30/1942,10.52,-54,Panamanian,6049,46,46,0,Friedrich Markworth,Sir Huon
66,U-66,Sunk,7.30.00 PM,8/30/1942,10.3,-55.1,American,5637,56,18,38,Friedrich Markworth,West Lashaway
66,U-66,Sunk,2.17.00 PM,8/31/1942,10.36,-54.34,British,8621,51,21,30,Friedrich Markworth,Winamac
66,U-66,Sunk,10.25.00 AM,9/9/1942,23.5,-50.1,Swedish,6390,34,31,3,Friedrich Markworth,Peiping
66,U-66,Sunk,11.10.00 PM,2/1/1943,28.03,-12.54,French,113,12,11,1,Friedrich Markworth,Joseph Elise
66,U-66,Sunk,1.55.00 PM,2/27/1943,27.38,-43.23,British,4312,50,47,3,Friedrich Markworth,St. Margaret
66,U-66,Sunk,8.00.00 PM,6/10/1943,31.02,-79.17,American,10173,72,15,57,Friedrich Markworth,Esso Gettysburg
66,U-66,Sunk,12.08.00 AM,7/2/1943,31.33,-78.57,American,10195,77,74,3,Friedrich Markworth,Bloody Marsh
66,U-66,Damaged,9.21.00 AM,7/22/1943,25.1,-68.35,American,10172,79,79,0,Friedrich Markworth,Cherry Valley
66,U-66,Sunk,,2/26/1944,,-3.2,British,5313,64,57,7,Gerhard Seehausen,Silvermaple
66,U-66,Sunk,10.16.00 PM,3/1/1944,,-0.09,French,5202,134,49,85,Gerhard Seehausen,Saint Louis
66,U-66,Sunk,,3/5/1944,,7.36,British,4964,95,95,0,Gerhard Seehausen,John Holt
66,U-66,Sunk,,3/21/1944,,4.47,British,4275,47,47,0,Gerhard Seehausen,Matadian
67,U-67,Sunk,12.28.00 AM,9/24/1941,30.25,-23.35,British,3753,44,31,13,Günther Müller-Stöckheim,St. Clair II
67,U-67,Damaged,10.30.00 AM,2/16/1942,,,Dutch,3177,,,,Günther Müller-Stöckheim,Rafaela
67,U-67,Sunk,3.32.00 PM,2/21/1942,12.23,-69.16,Norwegian,9467,46,9,37,Günther Müller-Stöckheim,Kongsgaard
67,U-67,Sunk,2.00.00 AM,3/14/1942,15,-64.2,Panamanian,8436,49,47,2,Günther Müller-Stöckheim,Penelope
67,U-67,Sunk,4.01.00 AM,6/16/1942,24.05,-81.4,Nicaraguan,2220,25,25,0,Günther Müller-Stöckheim,Managua
358,U-358,Sunk,1.00.00 AM,1/26/1943,58.4,-33.1,Norwegian,8221,43,0,43,Rolf Manke,Nortind
67,U-67,Sunk,6.11.00 AM,6/23/1942,28.53,-89.15,American,3664,33,0,33,Günther Müller-Stöckheim,Rawleigh Warner
67,U-67,Sunk,7.50.00 AM,6/29/1942,29.25,-85.17,British,8032,47,14,33,Günther Müller-Stöckheim,Empire Mica
67,U-67,Sunk,6.57.00 PM,7/6/1942,29.35,-88.44,Norwegian,2160,32,21,11,Günther Müller-Stöckheim,Bayard
67,U-67,Damaged,10.17.00 AM,7/7/1942,29.26,-88.38,American,6610,56,56,0,Günther Müller-Stöckheim,Paul H. Harwood
67,U-67,Sunk,6.19.00 AM,7/10/1942,29.05,-90.05,American,5950,40,15,25,Günther Müller-Stöckheim,Benjamin Brewster
67,U-67,Sunk,7.35.00 AM,7/13/1942,28.5,-91.05,American,7989,52,41,11,Günther Müller-Stöckheim,R.W. Gallagher
67,U-67,Sunk,3.19.00 PM,10/25/1942,13.38,-53.55,Norwegian,4414,42,40,2,Günther Müller-Stöckheim,Primero
67,U-67,Damaged,10.39.00 AM,11/8/1942,10.56,-61.14,British,4712,64,64,0,Günther Müller-Stöckheim,Capo Olmo
67,U-67,Sunk,12.43.00 PM,11/9/1942,11.41,-60.42,Norwegian,6132,35,34,1,Günther Müller-Stöckheim,Nidarland
67,U-67,Sunk,5.19.00 AM,11/15/1942,10.3,-59.5,British,5224,40,40,0,Günther Müller-Stöckheim,King Arthur
67,U-67,Sunk,8.30.00 PM,11/18/1942,13.24,-55,Norwegian,4697,38,38,0,Günther Müller-Stöckheim,Tortugas
67,U-67,Damaged,,11/28/1942,17.16,-48.44,British,7006,48,47,1,Günther Müller-Stöckheim,Empire Glade
68,U-68,Sunk,2.24.00 AM,9/22/1941,25.45,-24,British,5302,60,60,0,Karl-Friedrich Merten,Silverbelle
68,U-68,Sunk,1.42.00 AM,10/22/1941,,,British,8145,50,9,41,Karl-Friedrich Merten,Darkdale
68,U-68,Sunk,3.43.00 AM,10/28/1941,,,British,5297,46,44,2,Karl-Friedrich Merten,Hazelside
68,U-68,Sunk,6.54.00 AM,11/1/1941,,,British,4953,45,45,0,Karl-Friedrich Merten,Bradford City
68,U-68,Sunk,5.21.00 PM,3/3/1942,,-12.02,British,7366,91,86,5,Karl-Friedrich Merten,Helenus
68,U-68,Sunk,12.41.00 PM,3/8/1942,,-8.32,British,6992,71,68,3,Karl-Friedrich Merten,Baluchistan
68,U-68,Sunk,11.17.00 PM,3/16/1942,,-8.32,British,3386,38,20,18,Karl-Friedrich Merten,Baron Newlands
68,U-68,Sunk,6.35.00 AM,3/17/1942,,-8.04,British,5755,43,39,4,Karl-Friedrich Merten,Ile de Batz
68,U-68,Sunk,1.26.00 PM,3/17/1942,,-8,British,4917,39,38,1,Karl-Friedrich Merten,Scottish Prince
68,U-68,Sunk,9.03.00 PM,3/17/1942,,-7.44,British,5081,43,38,5,Karl-Friedrich Merten,Allende
68,U-68,Sunk,10.43.00 PM,3/30/1942,,-12.02,British,5853,353,329,24,Karl-Friedrich Merten,Muncaster Castle
68,U-68,Sunk,8.49.00 PM,6/5/1942,17.3,-68.2,American,6693,41,0,41,Karl-Friedrich Merten,L.J. Drake
68,U-68,Sunk,3.07.00 AM,6/6/1942,17.33,-67.55,Panamanian,13006,58,55,3,Karl-Friedrich Merten,C.O. Stillman
68,U-68,Sunk,5.20.00 AM,6/10/1942,12.45,-80.2,British,8581,67,55,12,Karl-Friedrich Merten,Surrey
68,U-68,Sunk,5.20.00 AM,6/10/1942,12.45,-80.2,British,5025,71,70,1,Karl-Friedrich Merten,Ardenvohr
68,U-68,Sunk,11.58.00 AM,6/10/1942,12.17,-80.2,British,5882,88,86,2,Karl-Friedrich Merten,Port Montreal
68,U-68,Sunk,8.34.00 PM,6/15/1942,11.5,-73.4,French,9242,60,0,60,Karl-Friedrich Merten,Frimaire
68,U-68,Sunk,7.33.00 PM,6/23/1942,13.08,-72.16,Panamanian,2345,25,24,1,Karl-Friedrich Merten,Arriaga
68,U-68,Sunk,3.32.00 AM,9/12/1942,,,British,5296,43,43,0,Karl-Friedrich Merten,Trevilley
68,U-68,Sunk,12.58.00 AM,9/15/1942,,,Dutch,6861,52,50,2,Karl-Friedrich Merten,Breedijk
68,U-68,Sunk,2.31.00 AM,10/8/1942,,,Greek,3598,31,26,5,Karl-Friedrich Merten,Koumoundouros
68,U-68,Sunk,3.46.00 AM,10/8/1942,,,Dutch,8679,64,64,0,Karl-Friedrich Merten,Gaasterkerk
68,U-68,Sunk,8.51.00 PM,10/8/1942,,,American,8207,33,33,0,Karl-Friedrich Merten,Swiftsure
68,U-68,Sunk,10.02.00 PM,10/8/1942,,,British,5271,57,57,0,Karl-Friedrich Merten,Sarthe
68,U-68,Sunk,3.44.00 AM,10/9/1942,,,American,4981,51,40,11,Karl-Friedrich Merten,Examelia
68,U-68,Sunk,4.54.00 AM,10/9/1942,,,Belgian,5403,54,49,5,Karl-Friedrich Merten,Belgian Fighter
68,U-68,Sunk,9.36.00 PM,11/6/1942,,,British,8034,311,207,104,Karl-Friedrich Merten,City of Cairo
68,U-68,Sunk,9.52.00 AM,3/13/1943,14.5,-71.46,American,7506,54,52,2,Albert Lauzemis,Cities Service Missouri
68,U-68,Sunk,9.52.00 AM,3/13/1943,14.5,-71.46,Dutch,2680,39,37,2,Albert Lauzemis,Ceres
68,U-68,Sunk,11.53.00 PM,10/21/1943,,-11.3,British,545,34,0,34,Albert Lauzemis,HMS Orfasy (T 204)
68,U-68,Sunk,11.53.00 PM,10/22/1943,,-11.55,Norwegian,5356,35,35,0,Albert Lauzemis,Litiopa
68,U-68,Sunk,9.14.00 PM,10/31/1943,,5.03,British,6574,84,84,0,Albert Lauzemis,New Columbia
68,U-68,Sunk,12.13.00 AM,11/30/1943,,-12.2,French,5186,61,61,0,Albert Lauzemis,Fort de Vaux
69,U-69,Sunk,9.19.00 PM,2/17/1941,59.53,-12.12,British,8456,68,0,68,Jost Metzler,Siamese Prince
69,U-69,Sunk,8.18.00 AM,2/19/1941,60.45,-18.36,British,5693,40,0,40,Jost Metzler,Empire Blanda
69,U-69,Sunk,11.39.00 PM,2/23/1941,59.18,-21.3,British,4542,36,23,13,Jost Metzler,Marslew
69,U-69,Sunk,7.34.00 AM,3/30/1941,60.18,-29.28,British,3759,42,39,3,Jost Metzler,Coultarn
109,U-109,Sunk,8.12.00 AM,1/23/1942,43.2,-66.15,British,4887,45,42,3,Heinrich Bleichrodt,Thirlby
69,U-69,Sunk,5.25.00 AM,5/21/1941,,-25.4,American,4999,46,46,0,Jost Metzler,Robin Moor
69,U-69,Sunk,11.42.00 PM,5/21/1941,,-24.09,British,4601,42,42,0,Jost Metzler,Tewkesbury
69,U-69,Total Loss,12.25.00 AM,5/31/1941,,-0.13,British,5445,,,1,Jost Metzler,Sangara
69,U-69,Sunk,,6/4/1941,,,British,2879,31,17,14,Jost Metzler,Robert Hughes
69,U-69,Sunk,1.19.00 AM,6/27/1941,23.5,-21.1,British,7603,109,107,2,Jost Metzler,Empire Ability
69,U-69,Sunk,1.19.00 AM,6/27/1941,24,-21,British,5423,46,6,40,Jost Metzler,River Lugar
69,U-69,Sunk,4.36.00 AM,7/3/1941,24.15,-20,British,2918,56,0,56,Jost Metzler,Robert L. Holt
69,U-69,Sunk,5.28.00 PM,5/1/1942,35.5,-59.4,Canadian,671,9,9,0,Ulrich Gräf,James E. Newsom
69,U-69,Sunk,9.03.00 AM,5/12/1942,13.53,-68.2,Norwegian,6826,33,21,12,Ulrich Gräf,Lise
69,U-69,Sunk,3.47.00 AM,5/13/1942,12.13,-66.3,American,2606,29,22,7,Ulrich Gräf,Norlantic
69,U-69,Sunk,7.53.00 AM,5/21/1942,14.45,-62.15,Canadian,1927,22,0,22,Ulrich Gräf,Torondoc
69,U-69,Sunk,11.30.00 AM,6/5/1942,18.15,-53.45,Dutch,15,0,,0,Ulrich Gräf,Letitia Porter
69,U-69,Sunk,6.07.00 AM,10/9/1942,48.47,-68.1,Canadian,2375,30,19,11,Ulrich Gräf,Carolus
69,U-69,Sunk,8.21.00 AM,10/14/1942,47.19,-59.29,British,2222,237,101,136,Ulrich Gräf,Caribou
70,U-70,Sunk,,2/26/1941,,,Swedish,820,23,0,23,Joachim Matz,Göteborg
70,U-70,Damaged,7.25.00 AM,3/7/1941,60.28,-13.38,British,6423,68,68,0,Joachim Matz,Delilian
99,U-99,Sunk,7.25.00 AM,3/7/1941,60.3,-13.3,British,6568,44,37,7,Otto Kretschmer,Athelbeach
70,U-70,Damaged,7.25.00 AM,3/7/1941,60.31,-13.52,Dutch,7493,,,0,Joachim Matz,Mijdrecht
71,U-71,Sunk,6.58.00 PM,3/17/1942,38,-65.2,Norwegian,6355,34,0,34,Walter Flachsenberg,Ranja
71,U-71,Sunk,8.54.00 PM,3/20/1942,36.22,-68.5,American,5766,36,30,6,Walter Flachsenberg,Oakmar
71,U-71,Sunk,2.59.00 PM,3/26/1942,34.55,-75.02,American,8046,33,22,11,Walter Flachsenberg,Dixie Arrow
71,U-71,Sunk,10.22.00 PM,3/31/1942,37.33,-68.22,British,12915,57,6,51,Walter Flachsenberg,San Gerardo
71,U-71,Sunk,4.03.00 AM,4/1/1942,37.33,-68.18,British,5812,52,36,16,Walter Flachsenberg,Eastmoor
73,U-73,Sunk,4.19.00 AM,2/24/1941,58.5,-21.47,British,4260,41,41,0,Helmut Rosenbaum,Waynegate
73,U-73,Sunk,12.42.00 AM,4/3/1941,58.21,-27.59,British,4313,39,39,0,Helmut Rosenbaum,Alderpool
73,U-73,Sunk,5.08.00 AM,4/3/1941,58.12,-27.4,British,5724,43,8,35,Helmut Rosenbaum,Westpool
73,U-73,Sunk,5.08.00 AM,4/3/1941,58.13,-27.36,Belgian,5409,46,4,42,Helmut Rosenbaum,Indier
73,U-73,Sunk,8.32.00 AM,4/3/1941,58.15,-27.3,British,6895,48,20,28,Helmut Rosenbaum,British Viscount
73,U-73,Sunk,3.32.00 AM,4/20/1941,53.05,-23.14,British,8570,94,28,66,Helmut Rosenbaum,Empire Endurance
73,U-73,Sunk,,4/20/1941,53.05,-23.14,British,46,,,,Helmut Rosenbaum,HMS ML-1003
73,U-73,Sunk,,4/20/1941,53.05,-23.14,British,46,,,,Helmut Rosenbaum,HMS ML-1037
73,U-73,Sunk,1.15.00 PM,8/11/1942,38.05,3.02,British,22600,1087,927,160,Helmut Rosenbaum,HMS Eagle (94)
73,U-73,Damaged,5.13.00 AM,11/14/1942,36.08,-3.46,British,7453,64,57,7,Horst Deckert,Lalande
73,U-73,Sunk,2.28.00 PM,1/1/1943,35.45,-0.45,American,7176,81,3,78,Horst Deckert,Arthur Middleton
73,U-73,Sunk,,1/1/1943,35.45,-0.45,American,255,11,0,11,Horst Deckert,USS LCT-21
73,U-73,Sunk,9.30.00 AM,6/21/1943,36.53,2.22,British,1598,31,2,29,Horst Deckert,Brinkburn
73,U-73,Damaged,5.04.00 PM,6/27/1943,36.53,1.55,British,8299,70,70,0,Horst Deckert,Abbeydale
73,U-73,Damaged,4.16.00 PM,12/16/1943,35.56,-0.54,American,7176,73,73,0,Horst Deckert,John S. Copley
74,U-74,Damaged,8.00.00 AM,3/11/1941,,,Icelandic,123,11,6,5,Eitel-Friedrich Kentrat,Frodi
74,U-74,Sunk,5.01.00 AM,4/3/1941,58.12,-27.4,Greek,4274,29,27,2,Eitel-Friedrich Kentrat,Leonidas Z. Cambanis
74,U-74,Damaged,5.42.00 AM,4/3/1941,58.19,-27.25,British,11402,,,1,Eitel-Friedrich Kentrat,HMS Worcestershire (F 29)
74,U-74,Sunk,5.40.00 AM,8/5/1941,53.26,-15.4,British,4922,60,59,1,Eitel-Friedrich Kentrat,Kumasian
74,U-74,Sunk,6.03.00 AM,9/19/1941,60.07,-38.37,Canadian,925,58,40,18,Eitel-Friedrich Kentrat,HMCS Levis (K 115)
74,U-74,Sunk,1.13.00 AM,9/20/1941,61.34,-35.05,British,6966,54,51,3,Eitel-Friedrich Kentrat,Empire Burton
74,U-74,Sunk,10.34.00 PM,11/7/1941,53.24,-31.51,British,8532,62,0,62,Eitel-Friedrich Kentrat,Nottingham
75,U-75,Sunk,2.29.00 AM,4/29/1941,52.3,-26,British,10146,468,451,17,Helmuth Ringelmann,City of Nagpur
75,U-75,Sunk,3.45.00 AM,6/3/1941,48.02,-25.06,Dutch,4801,39,35,4,Helmuth Ringelmann,Eibergen
75,U-75,Sunk,1.01.00 AM,6/3/1941,48.3,-28.3,British,9456,45,45,0,Helmuth Ringelmann,Inversuir
75,U-75,Sunk,11.35.00 AM,6/25/1941,53.02,-42.1,Dutch,1967,29,0,29,Helmuth Ringelmann,Schie
75,U-75,Sunk,5.20.00 AM,8/5/1941,53.26,-15.4,British,4512,39,39,0,Helmuth Ringelmann,Cape Rodney
75,U-75,Sunk,5.20.00 AM,8/5/1941,53.26,-15.4,British,5415,42,39,3,Helmuth Ringelmann,Harlingen
75,U-75,Sunk,12.05.00 AM,10/12/1941,32.08,24.56,British,372,16,0,16,Helmuth Ringelmann,HMS TLC-2 (A 2)
75,U-75,Sunk,12.05.00 AM,10/12/1941,32.08,24.56,British,372,22,1,21,Helmuth Ringelmann,HMS TLC-7 (A 7)
75,U-75,Sunk,veral,12/28/1941,31.45,26.48,British,1587,38,14,24,Helmuth Ringelmann,Volo
76,U-76,Sunk,,4/3/1941,60,-20,Finnish,1939,22,0,22,Friedrich von Hippel,Daphne
76,U-76,Sunk,7.56.00 PM,4/4/1941,58.32,-20.13,British,5351,48,48,0,Friedrich von Hippel,Athenic
77,U-77,Sunk,4.04.00 AM,6/13/1941,44.4,-45.3,British,4743,46,46,0,Heinrich Schonder,Tresillian
77,U-77,Sunk,10.36.00 PM,6/22/1941,47,-41.4,British,2379,40,0,40,Heinrich Schonder,Arakaka
77,U-77,Sunk,4.36.00 AM,6/25/1941,49.3,-44,Greek,4603,35,0,35,Heinrich Schonder,Anna Bulgaris
77,U-77,Sunk,4.30.00 AM,12/15/1941,35.3,-6.17,British,4972,52,39,13,Heinrich Schonder,Empire Barracuda
77,U-77,Damaged,1.57.00 AM,1/12/1942,32.18,24.43,British,1690,,,3,Heinrich Schonder,HMS Kimberley (F 50)
77,U-77,Sunk,5.37.00 AM,6/12/1942,32.05,25.3,British,1050,170,60,110,Heinrich Schonder,HMS Grove (L 77)
77,U-77,Sunk,4.53.00 AM,7/22/1942,34.45,34.35,Greek,140,,,0,Heinrich Schonder,Vassiliki
77,U-77,Sunk,6.17.00 PM,7/24/1942,,,Syrian,30,,,0,Heinrich Schonder,Toufic El Rahman
77,U-77,Sunk,12.16.00 PM,7/30/1942,,,Egyptian,43,10,10,0,Heinrich Schonder,Fany
77,U-77,Sunk,1.35.00 PM,8/1/1942,,,Egyptian,100,,,0,Heinrich Schonder,St. Simon
77,U-77,Sunk,7.06.00 AM,8/6/1942,,,Egyptian,158,,,,Heinrich Schonder,Ezzet
77,U-77,Damaged,7.30.00 AM,8/6/1942,,,Egyptian,155,,,,Heinrich Schonder,Adnan
77,U-77,Sunk,1.20.00 AM,8/10/1942,,,Palestinian,158,,,0,Heinrich Schonder,Kharouf
77,U-77,Sunk,11.34.00 PM,8/16/1942,,,Palestinian,100,,,0,Heinrich Schonder,Daniel
77,U-77,Sunk,10.35.00 PM,10/20/1942,,,Syrian,18,,,0,Otto Hartmann,Mahrous
77,U-77,Damaged,3.05.00 AM,11/12/1942,36.4,2.45,British,1190,,,,Otto Hartmann,HMS Stork (U 81)
77,U-77,Sunk,2.00.00 AM,2/7/1943,36.48,1.32,British,6699,72,72,0,Otto Hartmann,Empire Banner
77,U-77,Sunk,2.00.00 AM,2/7/1943,36.47,1.37,British,7043,63,59,4,Otto Hartmann,Empire Webster
77,U-77,Total Loss,11.20.00 AM,3/16/1943,36.1,-0.3,British,5222,52,50,2,Otto Hartmann,Hadleigh
77,U-77,Damaged,11.20.00 AM,3/16/1943,36.1,-0.3,British,5229,45,44,1,Otto Hartmann,Merchant Prince
77,U-77,Total Loss,6.44.00 PM,3/26/1943,35.5,-1.41,British,6415,92,90,2,Otto Hartmann,City of Perth
79,U-79,Sunk,8.51.00 PM,6/11/1941,63.35,-28.05,Norwegian,1524,20,14,6,Wolfgang Kaufmann,Havtor
160,U-160,Damaged,11.22.00 PM,3/3/1943,,,Dutch,10356,61,61,0,Georg Lassen,Tibia
79,U-79,Sunk,12.24.00 AM,7/27/1941,43,-17,British,1459,23,9,14,Wolfgang Kaufmann,Kellwyn
79,U-79,Total Loss,3.34.00 AM,10/21/1941,32.08,25.22,British,625,,,0,Wolfgang Kaufmann,HMS Gnat (T 60)
81,U-81,Sunk,6.55.00 AM,9/9/1941,61.38,-40.4,British,5591,39,0,39,Friedrich Guggenberger,Empire Springbuck
81,U-81,Sunk,7.28.00 AM,9/10/1941,61.4,-40.3,British,3252,34,34,0,Friedrich Guggenberger,Sally Mærsk
81,U-81,Sunk,4.37.00 PM,11/13/1941,36.03,-4.45,British,22600,1488,487,1,Friedrich Guggenberger,HMS Ark Royal (91)
81,U-81,Sunk,7.54.00 PM,4/16/1942,,,French,1150,57,16,41,Friedrich Guggenberger,FFL Vikings (P 41)
81,U-81,Sunk,7.54.00 PM,4/16/1942,33.45,35.14,British,6018,37,11,26,Friedrich Guggenberger,Caspia
81,U-81,Sunk,10.50.00 PM,4/16/1942,,,Egyptian,105,,,,Friedrich Guggenberger,Bab el Farag
81,U-81,Sunk,10.50.00 PM,4/16/1942,,,Egyptian,97,,,,Friedrich Guggenberger,Fatouh el Kher
81,U-81,Sunk,10.00.00 PM,4/19/1942,,,Egyptian,90,,,,Friedrich Guggenberger,Hefz el Rahman
81,U-81,Sunk,10.50.00 PM,4/22/1942,,,Egyptian,122,,,,Friedrich Guggenberger,El Saadiah
81,U-81,Sunk,12.35.00 PM,4/22/1942,,,Egyptian,100,,,0,Friedrich Guggenberger,Aziza
81,U-81,Sunk,2.18.00 AM,6/10/1942,31.1,28.36,British,2073,50,30,20,Friedrich Guggenberger,Havre
81,U-81,Sunk,1.43.00 AM,11/10/1942,37,2,British,2012,40,15,25,Friedrich Guggenberger,Garlinge
81,U-81,Sunk,3.55.00 PM,11/13/1942,36.27,-0.55,British,6487,81,81,0,Friedrich Guggenberger,Maron
81,U-81,Damaged,11.25.00 PM,2/10/1943,33.47,35.09,Dutch,6671,59,57,2,Johann-Otto Krieg,Saroena
81,U-81,Sunk,11.45.00 AM,2/11/1943,35.02,34.35,Egyptian,110,,,0,Johann-Otto Krieg,Al Kasbanah
81,U-81,Sunk,11.45.00 AM,2/11/1943,35.02,34.35,Palestinian,135,7,7,0,Johann-Otto Krieg,Dolphin
81,U-81,Sunk,11.45.00 AM,2/11/1943,35.02,34.35,Lebanese,107,,,,Johann-Otto Krieg,Husni
81,U-81,Sunk,11.45.00 AM,2/11/1943,,,Egyptian,36,,,,Johann-Otto Krieg,Sabah el Kheir
81,U-81,Sunk,7.50.00 AM,3/20/1943,32.32,34.3,Egyptian,244,8,8,0,Johann-Otto Krieg,Bourghieh
81,U-81,Sunk,7.50.00 AM,3/20/1943,34.3,34.32,Syrian,77,,,0,Johann-Otto Krieg,Mawahab Allah
81,U-81,Sunk,10.02.00 PM,3/28/1943,31.46,34.23,Egyptian,133,10,1,9,Johann-Otto Krieg,Rousdi
81,U-81,Sunk,7.33.00 AM,6/17/1943,33.03,22.04,British,8131,1961,477,484,Johann-Otto Krieg,Yoma
81,U-81,Sunk,10.30.00 AM,6/25/1943,,,Egyptian,80,,,0,Johann-Otto Krieg,Nisr
81,U-81,Sunk,9.55.00 AM,6/26/1943,,,Syrian,75,,,0,Johann-Otto Krieg,Toufic Allah
81,U-81,Sunk,2.10.00 PM,6/26/1943,,,Syrian,80,,,0,Johann-Otto Krieg,Nelly
81,U-81,Sunk,3.03.00 PM,6/27/1943,35.33,-35.38,Greek,3742,29,28,1,Johann-Otto Krieg,Michalios
81,U-81,Total Loss,5.14.00 PM,7/22/1943,36.43,15.2,British,7472,48,48,0,Johann-Otto Krieg,Empire Moon
81,U-81,Sunk,5.12.00 PM,11/18/1943,39.24,17.4,British,2887,42,40,2,Johann-Otto Krieg,Empire Dunstan
82,U-82,Sunk,9.57.00 AM,9/10/1941,61.28,-40.51,British,7465,67,63,4,Siegfried Rollmann,Empire Hudson
82,U-82,Sunk,1.51.00 AM,9/11/1941,62.4,-38.5,British,7519,61,57,4,Siegfried Rollmann,Bulysses
82,U-82,Sunk,1.51.00 AM,9/11/1941,63.05,-37.5,British,3915,36,26,10,Siegfried Rollmann,Gypsum Queen
82,U-82,Sunk,7.05.00 AM,9/11/1941,63.14,-37.12,British,5463,49,0,49,Siegfried Rollmann,Empire Crossbill
202,U-202,Sunk,7.05.00 AM,9/11/1941,63.14,-37.12,Swedish,1999,24,24,0,Hans-Heinz Linder,Scania
82,U-82,Sunk,10.03.00 PM,10/21/1941,51.1,-19.2,British,4099,65,51,14,Siegfried Rollmann,Serbino
82,U-82,Sunk,10.31.00 PM,10/21/1941,51,-19,British,5281,48,0,48,Siegfried Rollmann,Treverbyn
82,U-82,Sunk,11.10.00 PM,1/22/1942,45.06,-40.56,British,11999,50,45,5,Siegfried Rollmann,Athelcrown
82,U-82,Sunk,1.40.00 PM,1/23/1942,45.27,-43.19,Norwegian,6118,35,29,6,Siegfried Rollmann,Leiesten
82,U-82,Sunk,10.12.00 PM,1/31/1942,42.02,-57.18,British,1190,138,0,138,Siegfried Rollmann,HMS Belmont (H 46)
83,U-83,Sunk,2.00.00 PM,10/12/1941,,,Portuguese,2044,42,42,0,Hans-Werner Kraus,Corte Real
83,U-83,Damaged,3.54.00 AM,10/26/1941,37.5,-16.1,British,6746,,,2,Hans-Werner Kraus,HMS Ariguani (F 105)
83,U-83,Damaged,11.03.00 PM,3/17/1942,32.21,25,British,2590,39,32,7,Hans-Werner Kraus,Crista
83,U-83,Sunk,5.11.00 AM,6/8/1942,,,Egyptian,231,14,9,5,Hans-Werner Kraus,Said
83,U-83,Sunk,11.30.00 PM,6/8/1942,33.35,35.15,Palestinian,100,,0,,Hans-Werner Kraus,Esther
83,U-83,Sunk,11.15.00 AM,6/9/1942,,,Palestinian,175,,,0,Hans-Werner Kraus,Typhoon
83,U-83,Sunk,10.09.00 AM,6/13/1942,34.19,35.44,British,96,18,9,9,Hans-Werner Kraus,HMS Farouk
83,U-83,Sunk,2.08.00 PM,8/17/1942,32.03,32.47,Canadian,5875,1123,65,58,Hans-Werner Kraus,Princess Marguerite
